timestamp,conn number,tcp_ratio,udp_ratio,other_ratio,size_under_50_bytes,size_under_100_bytes,size_under_1200_bytes,size_over_1200_bytes,S0_ratio,RSTO_ratio,OTH_ratio,SHR_ratio,interval_under_50ms_ratio
2019-08-03 02:15:10:461116,33178,0.0,99.9969859545482,0.0,99.9969859545482,0.0,0.0,0.0,99.97890168183736,0.0,0.0,0.018084272710832478,99.99397190909639
