timestamp,conn number,tcp_ratio,udp_ratio,other_ratio,size_under_50_bytes,size_under_100_bytes,size_under_1200_bytes,size_over_1200_bytes,S0_ratio,RSTO_ratio,OTH_ratio,SHR_ratio,interval_under_50ms_ratio
2019-08-03 02:13:11:462341,43477,99.99769993329807,0.0,0.0,99.99769993329807,0.0,0.0,0.0,0.0,99.99769993329807,0.0,0.0,99.99539986659613
